id,cnt
366,2062.184211
367,2062.184211
368,2062.184211
369,2062.184211
370,2062.184211
371,2062.184211
372,2062.184211
373,2062.184211
374,2062.184211
375,2062.184211
376,2062.184211
377,2062.184211
378,2062.184211
379,2062.184211
380,2062.184211
381,2062.184211
382,2062.184211
383,2062.184211
384,2062.184211
385,2062.184211
386,2062.184211
387,2062.184211
388,2062.184211
389,2062.184211
390,2062.184211
391,2062.184211
392,2062.184211
393,2062.184211
394,2062.184211
395,2062.184211
396,2062.184211
397,4776.121495
398,2062.184211
399,2062.184211
400,2062.184211
401,2062.184211
402,2062.184211
403,2062.184211
404,2062.184211
405,2062.184211
406,2062.184211
407,2062.184211
408,2062.184211
409,2062.184211
410,2062.184211
411,2062.184211
412,2062.184211
413,2062.184211
414,2062.184211
415,2062.184211
416,2062.184211
417,2062.184211
418,2062.184211
419,3086
420,2062.184211
421,2062.184211
422,2062.184211
423,2062.184211
424,2062.184211
425,2062.184211
426,4776.121495
427,2062.184211
428,2062.184211
429,2062.184211
430,2062.184211
431,2062.184211
432,2062.184211
433,4776.121495
434,2062.184211
435,2062.184211
436,2062.184211
437,4776.121495
438,4776.121495
439,4776.121495
440,4776.121495
441,3086
442,4123.457627
443,4123.457627
444,4776.121495
445,4776.121495
446,4123.457627
447,4776.121495
448,4123.457627
449,4123.457627
450,3086
451,3086
452,2062.184211
453,4776.121495
454,4776.121495
455,2062.184211
456,2062.184211
457,2062.184211
458,3086
459,4776.121495
460,4776.121495
461,3086
462,2062.184211
463,3086
464,4776.121495
465,4776.121495
466,3086
467,2062.184211
468,2062.184211
469,3086
470,4776.121495
471,4776.121495
472,4776.121495
473,4776.121495
474,4123.457627
475,4776.121495
476,4776.121495
477,4776.121495
478,2062.184211
479,2062.184211
480,2062.184211
481,4776.121495
482,4123.457627
483,3086
484,2062.184211
485,3086
486,4123.457627
487,4123.457627
488,4776.121495
489,4123.457627
490,4776.121495
491,4123.457627
492,4123.457627
493,4123.457627
494,4123.457627
495,4123.457627
496,4776.121495
497,4776.121495
498,4776.121495
499,4776.121495
500,4123.457627
501,4123.457627
502,4776.121495
503,4776.121495
504,4776.121495
505,4776.121495
506,4776.121495
507,4123.457627
508,4123.457627
509,4123.457627
510,4776.121495
511,4776.121495
512,4776.121495
513,4776.121495
514,4776.121495
515,4776.121495
516,4123.457627
517,4776.121495
518,4123.457627
519,4776.121495
520,4776.121495
521,4776.121495
522,4123.457627
523,4776.121495
524,4776.121495
525,4776.121495
526,4776.121495
527,4776.121495
528,4123.457627
529,4123.457627
530,4776.121495
531,4776.121495
532,4776.121495
533,4776.121495
534,4776.121495
535,4123.457627
536,4776.121495
537,4069.875
538,4069.875
539,4069.875
540,4776.121495
541,4776.121495
542,4776.121495
543,4776.121495
544,4776.121495
545,4776.121495
546,4069.875
547,4776.121495
548,4069.875
549,4776.121495
550,4776.121495
551,4069.875
552,4069.875
553,4069.875
554,4069.875
555,4069.875
556,4123.457627
557,4123.457627
558,4776.121495
559,4776.121495
560,4123.457627
561,4123.457627
562,4776.121495
563,4069.875
564,4069.875
565,4069.875
566,4069.875
567,4123.457627
568,2330.333333
569,4123.457627
570,4776.121495
571,4776.121495
572,4776.121495
573,4069.875
574,4069.875
575,4776.121495
576,4776.121495
577,4776.121495
578,4776.121495
579,4776.121495
580,4776.121495
581,4123.457627
582,4069.875
583,4069.875
584,4123.457627
585,4123.457627
586,4123.457627
587,4776.121495
588,4123.457627
589,4123.457627
590,4776.121495
591,4776.121495
592,4776.121495
593,4776.121495
594,4776.121495
595,4776.121495
596,4776.121495
597,4123.457627
598,4123.457627
599,4776.121495
600,4776.121495
601,4776.121495
602,4123.457627
603,4123.457627
604,4123.457627
605,4776.121495
606,4776.121495
607,4776.121495
608,4776.121495
609,4776.121495
610,4123.457627
611,4123.457627
612,4776.121495
613,4776.121495
614,4776.121495
615,4123.457627
616,4776.121495
617,4123.457627
618,4776.121495
619,4776.121495
620,4776.121495
621,4776.121495
622,4776.121495
623,4776.121495
624,4776.121495
625,4776.121495
626,4123.457627
627,4123.457627
628,4776.121495
629,4776.121495
630,4776.121495
631,4776.121495
632,4776.121495
633,4776.121495
634,4776.121495
635,4776.121495
636,4123.457627
637,4123.457627
638,4776.121495
639,4776.121495
640,4123.457627
641,2330.333333
642,4123.457627
643,4123.457627
644,4776.121495
645,4776.121495
646,3492.44898
647,3492.44898
648,3492.44898
649,4776.121495
650,3492.44898
651,3492.44898
652,3492.44898
653,4776.121495
654,4123.457627
655,4776.121495
656,3492.44898
657,4123.457627
658,4123.457627
659,4776.121495
660,4776.121495
661,4776.121495
662,4776.121495
663,4776.121495
664,4123.457627
665,4123.457627
666,4123.457627
667,4123.457627
668,1504.2
669,3492.44898
670,3492.44898
671,3492.44898
672,3492.44898
673,3492.44898
674,3492.44898
675,3492.44898
676,3492.44898
677,3492.44898
678,3492.44898
679,3492.44898
680,3492.44898
681,3492.44898
682,4776.121495
683,3492.44898
684,3492.44898
685,3492.44898
686,3492.44898
687,3492.44898
688,3492.44898
689,3492.44898
690,3492.44898
691,3492.44898
692,3492.44898
693,3492.44898
694,3492.44898
695,3492.44898
696,3492.44898
697,3492.44898
698,3492.44898
699,3492.44898
700,3492.44898
701,3492.44898
702,3492.44898
703,3492.44898
704,4776.121495
705,3492.44898
706,3492.44898
707,3492.44898
708,3492.44898
709,3492.44898
710,3492.44898
711,3492.44898
712,3492.44898
713,3492.44898
714,3492.44898
715,3492.44898
716,3492.44898
717,3492.44898
718,3492.44898
719,3492.44898
720,3492.44898
721,2062.184211
722,2062.184211
723,2062.184211
724,2062.184211
725,2062.184211
726,2062.184211
727,2062.184211
728,2062.184211
729,2062.184211
730,2062.184211
731,2062.184211
