id,cnt
366,1754.346362
367,1137.525626
368,1366.925152
369,1960.871152
370,1659.825119
371,2265.304157
372,2120.503503
373,1923.390258
374,2109.197736
375,1670.520044
376,2152.40668
377,2007.742461
378,1731.208534
379,1321.493282
380,1044.960749
381,998.4797797
382,1506.454419
383,1809.729754
384,1548.39023
385,1793.728458
386,672.7133822
387,278.3388672
388,1803.766379
389,1976.925635
390,1995.274363
391,2291.143323
392,1728.611214
393,1550.251787
394,1454.691017
395,1931.80494
396,2377.281167
397,2756.548517
398,2176.296054
399,2016.408058
400,1318.190807
401,899.2303758
402,1880.421895
403,2416.359375
404,2308.064238
405,1726.61182
406,2137.998577
407,-607.2713881
408,657.6064141
409,1967.868378
410,2015.512271
411,2555.765652
412,2057.035855
413,2204.555378
414,2109.575682
415,774.9454307
416,1209.566659
417,1694.800865
418,2498.123797
419,2417.410321
420,1928.524873
421,1288.453298
422,1304.15965
423,2291.952573
424,2449.547798
425,2313.218506
426,2607.194325
427,2177.46437
428,1970.365345
429,1259.353082
430,1848.508601
431,1842.941454
432,2428.578678
433,2477.742537
434,2068.431601
435,1574.925692
436,1827.709232
437,2555.699186
438,2727.928946
439,3247.763784
440,2723.960608
441,2178.721239
442,2416.566881
443,1922.710956
444,2623.165728
445,2593.274094
446,3959.832774
447,4024.974419
448,3727.029045
449,3601.971288
450,2951.959162
451,3576.366152
452,3287.151975
453,4245.869095
454,4405.449679
455,3074.602646
456,3161.024273
457,3220.408079
458,3786.653006
459,4193.283049
460,4530.336164
461,4095.425419
462,4154.543517
463,4171.437784
464,4153.768722
465,4156.908819
466,3990.49673
467,3730.662703
468,4079.437341
469,4243.781425
470,4594.991865
471,4206.349402
472,3819.284048
473,4594.106639
474,3524.316825
475,4304.062665
476,4390.936683
477,4584.981856
478,1663.95212
479,2425.659637
480,3898.31482
481,4312.315135
482,3579.549297
483,4166.339614
484,3361.760026
485,3584.542013
486,3675.610871
487,4140.044089
488,4570.45201
489,3786.827226
490,4501.307389
491,4046.289155
492,3992.261464
493,3955.265478
494,3875.085126
495,3834.877829
496,4497.302108
497,4780.389179
498,4596.591708
499,4164.043768
500,3990.795307
501,4022.488616
502,4663.242713
503,4515.9015
504,4621.90597
505,4794.721632
506,4289.479669
507,3990.364294
508,4100.340359
509,4230.721156
510,4345.516411
511,4520.559037
512,4815.270213
513,4349.457488
514,3953.597547
515,4647.006519
516,4247.040749
517,4642.11771
518,3988.988472
519,4570.262987
520,4137.991912
521,4562.137182
522,3976.432872
523,4812.878951
524,4459.904422
525,4695.544043
526,4875.842267
527,4348.111353
528,4525.226007
529,4060.639517
530,4592.842265
531,4735.13442
532,4605.34842
533,4664.626649
534,4116.639245
535,4149.173157
536,4570.793004
537,4785.293276
538,3501.261314
539,3532.32247
540,3729.383679
541,3645.296283
542,3656.064834
543,4095.687616
544,4210.259254
545,3730.651028
546,3525.027623
547,3667.0065
548,3371.45988
549,3737.780436
550,3864.320825
551,3287.556986
552,3583.921627
553,3632.244795
554,3532.304119
555,3393.81425
556,3426.744776
557,3591.582029
558,3812.479581
559,3672.069477
560,3620.036974
561,3352.72051
562,3190.423738
563,3417.107681
564,3761.48126
565,3747.554993
566,3395.277332
567,2866.19204
568,1227.347155
569,3763.564164
570,3440.450477
571,3564.968215
572,3931.332748
573,3371.293786
574,3471.133712
575,3586.317233
576,3266.81991
577,3428.850607
578,3538.287068
579,3729.129344
580,3324.561746
581,3055.372627
582,3603.513456
583,2964.075804
584,3626.931
585,3557.093978
586,3287.786556
587,3337.37702
588,3019.277444
589,2786.422791
590,3472.95572
591,3619.697235
592,3492.005099
593,3702.367189
594,3557.505634
595,3629.597194
596,3557.178766
597,3723.212644
598,3647.171612
599,3964.220145
600,3894.657314
601,3560.635364
602,3375.48663
603,2510.49239
604,2602.269909
605,3313.944679
606,3575.96235
607,3829.226741
608,3608.569532
609,3372.937843
610,3447.173115
611,3688.012319
612,2968.965306
613,3345.136478
614,3519.080638
615,2772.228285
616,3283.252818
617,2138.100401
618,3070.29795
619,3738.76204
620,4132.691001
621,3999.483922
622,3793.682639
623,3676.570787
624,3791.689819
625,3506.466997
626,3351.549023
627,2391.249288
628,3975.927862
629,3742.898625
630,3734.526068
631,3464.189226
632,3148.154044
633,3554.175419
634,3714.851978
635,3721.502244
636,2793.016089
637,2709.856977
638,3262.456799
639,3145.267501
640,3519.045307
641,2084.910561
642,3382.903492
643,2771.240775
644,2911.207848
645,3181.761911
646,2380.783719
647,2165.919214
648,2528.832953
649,3465.351617
650,3009.83538
651,3289.159382
652,2706.164498
653,2731.448503
654,2832.866861
655,3162.743894
656,3147.569339
657,2490.972664
658,2310.654635
659,2985.895474
660,2474.900547
661,3400.69008
662,3447.785713
663,3614.463928
664,2481.336963
665,2298.493527
666,2421.613854
667,1717.303332
668,1481.289965
669,1768.693049
670,2543.187605
671,2413.856058
672,3055.955935
673,2113.224575
674,1626.323802
675,2591.03816
676,2459.915627
677,1945.021215
678,3015.178065
679,2821.645336
