id,cnt
366,2028.290211
367,1816.062519
368,1769.604042
369,1779.291175
370,2117.678778
371,2194.237611
372,2190.393144
373,2072.460211
374,1860.621733
375,2069.980144
376,1851.3417
377,2041.827388
378,1969.906833
379,1736.023244
380,1700.5954
381,1660.993744
382,1855.575105
383,2021.6793
384,1881.746508
385,1834.102192
386,1572.843867
387,1497.885367
388,1633.534467
389,2096.649378
390,2003.845444
391,2184.3444
392,2226.151651
393,2104.210778
394,1928.352597
395,1997.692963
396,2217.235919
397,3516.4185
398,2234.805289
399,2213.784244
400,1939.3202
401,1761.205633
402,2015.679844
403,2289.430244
404,1992.914833
405,2094.423544
406,2134.427967
407,1551.5602
408,1756.041244
409,1926.984763
410,2176.288533
411,2291.183311
412,2295.824
413,2348.779978
414,2229.025511
415,1878.122233
416,1939.284811
417,2080.621878
418,2364.936378
419,2889.058144
420,2378.511829
421,2027.624263
422,2016.049863
423,2251.651411
424,2271.434363
425,2078.680433
426,3621.437967
427,2269.782867
428,2443.337233
429,2118.3458
430,2029.208467
431,2078.9764
432,2293.249033
433,3452.506
434,2233.680717
435,2171.9333
436,2323.5035
437,3442.873933
438,3657.647
439,3779.352967
440,3697.0444
441,2644.750967
442,3583.790915
443,3318.2407
444,3571.48766
445,3540.440867
446,3702.912133
447,3841.033967
448,3849.314033
449,3469.114467
450,2619.958
451,2892.679833
452,2456.821
453,3953.054533
454,3978.208567
455,2496.726155
456,2568.139533
457,2718.413717
458,2953.695383
459,3990.311065
460,4287.887308
461,3128.549863
462,2882.617383
463,3037.69405
464,4197.467013
465,3948.657919
466,3148.308429
467,2737.413417
468,2837.124483
469,3129.298821
470,4399.140876
471,4354.363456
472,4310.859383
473,4427.621056
474,3406.940419
475,4180.945998
476,4192.360362
477,4328.247777
478,1911.4749
479,2197.29655
480,2874.708783
481,4185.394137
482,3707.426419
483,3297.214364
484,2686.623838
485,3305.110717
486,3616.245686
487,4110.172733
488,4112.24135
489,3939.150433
490,4427.483793
491,4155.154244
492,4105.387633
493,3977.0341
494,3868.383719
495,3765.636652
496,4223.237683
497,4488.31204
498,4686.007055
499,4444.128311
500,3825.477886
501,3974.32795
502,4437.308916
503,4440.839667
504,4488.64584
505,4774.930388
506,4487.478283
507,3818.012333
508,4093.577983
509,4084.82425
510,4428.631488
511,4409.812896
512,4471.153414
513,4330.060536
514,4211.062133
515,4157.77928
516,4135.3192
517,4597.230445
518,3940.373
519,4626.046021
520,4565.213449
521,4455.481421
522,4089.828167
523,4480.328829
524,4498.324977
525,4759.506166
526,4733.168261
527,4499.715357
528,4259.181642
529,3879.258717
530,4356.850848
531,4551.82996
532,4662.484499
533,4731.665493
534,4454.839683
535,3972.519133
536,4412.799467
537,4170.943225
538,4089.561857
539,4235.626771
540,4646.699327
541,4463.554595
542,4502.340852
543,4439.32289
544,4695.197828
545,4517.069333
546,3854.247634
547,4480.215871
548,4048.755869
549,4366.442602
550,4408.659658
551,4194.888962
552,3990.495251
553,4009.024254
554,3806.188473
555,3784.925645
556,4189.03725
557,4224.125345
558,4473.797135
559,4572.417348
560,4518.970445
561,4232.509204
562,4213.935976
563,4165.509531
564,3995.440149
565,4200.207733
566,4233.72315
567,3726.499433
568,3080.462518
569,4315.255729
570,4198.508334
571,4199.279994
572,4696.21845
573,4164.628197
574,4228.96363
575,4457.887317
576,4509.548949
577,4239.1834
578,4329.633987
579,4337.123596
580,4203.767809
581,3949.691733
582,4202.88199
583,4086.912897
584,4047.490845
585,4093.866845
586,4012.602945
587,4299.3179
588,3936.022067
589,4061.732734
590,4583.352658
591,4426.552981
592,4276.706282
593,4488.123545
594,4568.765176
595,3495.236333
596,4713.315328
597,4445.240033
598,4129.709367
599,4589.288894
600,4571.587006
601,4568.768185
602,4423.485945
603,4042.914185
604,3849.774018
605,4361.822937
606,4401.46043
607,4590.711826
608,4605.960464
609,4362.956789
610,4282.121961
611,4329.553533
612,4176.141787
613,4109.700606
614,4222.693957
615,3902.2112
616,4430.176524
617,3848.280352
618,4442.897483
619,4415.688421
620,4537.253496
621,4454.087713
622,4571.221733
623,4572.127041
624,4677.969273
625,4579.00414
626,4003.961467
627,3272.615182
628,4406.474956
629,4440.726796
630,4439.46823
631,4557.289617
632,4496.08417
633,4416.298914
634,4359.148377
635,4476.773165
636,4109.068433
637,4051.489548
638,4592.341422
639,4420.995004
640,4253.951588
641,3119.9653
642,4182.678333
643,4115.725033
644,4574.752125
645,4453.874313
646,3006.806603
647,2687.287322
648,2922.021907
649,4293.822548
650,3272.997566
651,3324.338058
652,3091.027294
653,4343.28961
654,3873.202733
655,3999.75141
656,3374.409236
657,3755.745148
658,3829.374867
659,4514.820787
660,3502.495571
661,4293.815243
662,4455.595071
663,4476.603871
664,3874.1368
665,3832.2601
666,4015.860199
667,3496.927048
668,2107.543067
669,2726.270927
670,2957.361065
671,2865.779132
672,3087.672798
673,2983.188165
674,2901.786921
675,2991.138665
676,2884.770898
677,2861.440698
678,2904.951117
679,3070.959332
680,3225.383306
681,3132.632952
682,3991.957624
683,2744.973917
684,2943.200832
685,3005.801298
686,3047.246032
687,2974.133998
688,2893.451468
689,3002.687589
690,3061.066465
691,3175.130498
692,2867.210998
693,2873.724432
694,2579.301517
695,2573.334121
696,3143.171032
697,2685.268594
698,2989.250498
699,2974.709132
700,3185.472632
701,2955.862418
702,2852.315446
703,3222.603817
704,3924.957017
705,3085.888515
706,2785.736598
707,2922.949351
708,2760.789484
709,2519.677565
710,2548.206565
711,2973.314765
712,2848.098632
713,2957.983565
714,3015.554765
715,3154.175246
716,2928.226746
717,2894.892084
718,3097.675182
719,3113.598165
720,3090.926298
721,2116.285513
722,1938.654083
723,1965.857098
724,2094.416395
725,1733.19447
726,1726.183164
727,2007.12968
728,2106.518629
729,1987.420118
730,1796.509083
731,1893.186543
